City,PM2.5_x,PM10_x,NO_x,NO2_x,NOx_x,NH3_x,CO_x,SO2_x,O3_x,AQI,AQI_Bucket_x,Date,PM2.5_y,PM10_y,NO_y,NO2_y,NOx_y,NH3_y,CO_y,SO2_y,O3_y,Benzene,Toluene,Xylene,AQI_chem
Delhi,23.8,436.9,190.1,88.6,221.6,1.1,0.46,71.2,144.9,409.5,Severe,2015-02-06,151.6,330.99,46.66,67.0,84.76,63.45,5.51,9.13,33.92,9.46,19.7,9.77,303.0
Mumbai,352.0,426.6,106.5,20.6,117.8,10.4,6.37,47.3,135.9,395.7,Very Poor,2015-02-06,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,28.69,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,452.7,182.3,3.6,65.3,130.9,15.3,2.14,81.4,192.0,259.4,Poor,2015-02-06,74.80060088202866,167.82286741214057,11.9,16.7,17.47,81.78,0.76,7.36,37.13,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,207.1,288.6,197.7,66.6,80.7,49.8,0.73,71.2,51.0,367.1,Very Poor,2015-02-07,160.75,210.52,37.54,57.69,71.68,58.15,10.28,6.91,43.44,5.5,14.95,6.68,329.0
Mumbai,104.9,592.0,75.4,43.0,128.7,45.0,1.28,49.4,9.3,248.5,Poor,2015-02-07,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.46,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,170.4,223.5,38.0,72.9,120.2,39.1,2.97,32.6,24.0,338.9,Very Poor,2015-02-07,74.80060088202866,167.82286741214057,8.78,13.46,16.99,25.85,0.89,6.42,33.12,3.290950354609929,0.38,1.056325369738339,170.37583148558758
Delhi,21.0,132.5,140.7,105.3,139.7,27.5,1.86,26.8,18.6,125.3,Moderate,2015-02-08,145.34,215.69,30.54,50.39,61.78,66.72,5.39,8.66,30.43,2.42,6.5,0.57,323.0
Mumbai,457.6,131.8,95.0,84.8,125.8,8.4,7.64,28.6,119.0,170.4,Moderate,2015-02-08,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,26.77,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,280.6,536.1,181.9,12.9,69.1,8.0,6.04,72.1,172.8,430.6,Severe,2015-02-08,74.80060088202866,167.82286741214057,8.35,12.98,17.84,46.65,1.16,6.21,33.17,3.290950354609929,10.02,1.056325369738339,170.37583148558758
Delhi,476.6,581.6,20.3,73.0,193.8,12.6,6.1,29.9,106.4,151.1,Moderate,2015-02-09,134.67,109.86,19.95,39.18,44.48,74.29,5.11,9.7,20.62,2.59,3.17,1.24,266.0
Mumbai,263.0,44.0,29.4,4.4,87.8,19.5,4.9,35.1,129.1,413.0,Severe,2015-02-09,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,28.25,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,7.6,584.2,154.9,71.9,223.2,39.2,0.85,69.7,29.0,89.8,Satisfactory,2015-02-09,74.80060088202866,167.82286741214057,8.43,13.43,19.17,37.42,1.1,6.27,31.08,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,262.9,178.7,75.4,34.7,188.0,39.8,1.08,2.5,142.6,412.9,Severe,2015-02-10,153.07,218.23,23.41,42.2,48.01,79.54,10.88,5.81,19.02,5.58,7.1,7.93,319.0
Mumbai,183.3,50.4,62.9,56.6,164.0,25.8,9.44,69.3,192.2,348.8,Very Poor,2015-02-10,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,28.48,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,99.7,576.2,132.7,46.4,73.5,47.3,5.14,61.3,46.8,230.7,Poor,2015-02-10,74.80060088202866,167.82286741214057,8.99,13.2,16.15,58.69,1.0,6.64,40.77,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,87.9,210.8,30.8,149.5,197.5,9.6,6.64,34.9,72.4,192.8,Moderate,2015-02-11,116.91,316.14,33.79,53.63,64.04,95.13,12.64,7.54,27.17,5.96,5.59,10.72,334.0
Mumbai,221.3,155.1,98.7,120.6,93.5,3.9,4.03,7.0,33.9,378.0,Very Poor,2015-02-11,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.56,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,79.8,225.9,191.9,138.9,86.1,15.3,4.21,2.5,151.7,184.0,Moderate,2015-02-11,74.80060088202866,167.82286741214057,11.62,14.8,17.39,50.48,1.0,6.87,40.57,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,416.1,398.4,145.2,127.7,247.4,45.7,3.24,8.0,27.4,360.4,Very Poor,2015-02-12,177.98,394.97,30.48,42.73,58.19,69.47,13.75,9.2,25.58,3.5,7.38,10.65,342.0
Mumbai,212.7,132.7,108.4,47.0,37.3,28.5,5.09,29.7,30.9,371.4,Very Poor,2015-02-12,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.86,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,414.9,99.5,36.8,111.2,77.2,38.1,3.25,69.7,164.7,195.1,Moderate,2015-02-12,74.80060088202866,167.82286741214057,10.77,14.27,16.47,47.94,0.97,6.79,47.85,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,64.2,531.8,24.7,50.7,168.3,18.3,1.17,7.3,122.4,132.6,Moderate,2015-02-13,167.01,328.43,32.23,44.61,55.13,83.96,11.26,7.77,27.62,3.53,7.69,11.45,341.0
Mumbai,9.8,449.1,113.5,84.1,114.3,22.1,5.65,76.3,134.8,427.0,Severe,2015-02-13,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,28.0,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,262.6,479.1,124.4,63.7,114.8,4.5,8.74,47.1,105.0,470.0,Severe,2015-02-13,74.80060088202866,167.82286741214057,11.4,14.16,14.83,56.36,1.19,7.21,36.94,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,381.0,226.1,56.2,137.1,89.2,48.1,8.28,88.5,134.2,184.1,Moderate,2015-02-14,193.96,412.46,81.47,53.81,107.76,137.27,11.73,9.36,34.22,9.01,17.88,14.17,377.0
Mumbai,160.2,138.2,95.2,54.7,173.7,5.5,3.87,37.0,34.6,331.1,Very Poor,2015-02-14,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,28.2,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,366.0,213.6,5.8,54.6,128.8,20.7,0.62,7.2,109.7,175.8,Moderate,2015-02-14,74.80060088202866,167.82286741214057,9.83,12.97,15.28,56.06,1.43,7.84,31.32,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,389.3,412.5,71.4,85.3,167.1,27.1,9.15,60.6,41.6,378.1,Very Poor,2015-02-15,184.06,497.37,44.16,58.15,75.98,61.89,13.78,9.13,40.91,4.79,8.98,12.44,391.0
Mumbai,237.0,430.7,91.9,124.9,13.3,16.3,6.29,9.2,9.7,390.0,Very Poor,2015-02-15,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,25.99,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,232.9,298.4,81.7,131.6,183.9,47.1,7.89,11.5,29.0,386.9,Very Poor,2015-02-15,74.80060088202866,167.82286741214057,9.97,13.02,16.57,68.44,0.99,7.58,26.41,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,65.4,70.3,49.0,43.2,80.0,22.6,4.59,30.2,31.9,132.2,Moderate,2015-02-16,152.62,310.74,24.32,44.22,49.67,74.74,11.55,6.79,34.36,2.84,5.37,3.49,358.0
Mumbai,164.8,289.7,196.4,136.1,55.8,5.2,6.53,89.7,84.1,334.6,Very Poor,2015-02-16,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,25.47,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,482.4,466.1,139.5,69.7,235.9,17.1,0.16,32.4,19.9,451.4,Severe,2015-02-16,74.80060088202866,167.82286741214057,9.55,12.63,15.2,82.48,0.98,7.38,30.87,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,355.9,417.6,182.8,5.5,64.6,6.8,0.31,22.2,140.9,384.5,Very Poor,2015-02-17,161.27,195.78,23.71,25.4,42.76,75.66,10.3,5.6,41.62,3.04,5.62,3.78,327.0
Mumbai,167.1,230.3,3.2,14.0,2.1,8.6,9.34,51.8,9.7,336.4,Very Poor,2015-02-17,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,26.31,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,262.1,104.6,81.6,82.5,26.4,32.6,8.58,52.5,52.8,412.1,Severe,2015-02-17,74.80060088202866,167.82286741214057,11.76,14.43,11.95,116.59,5.18,8.35,33.53,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,252.3,553.2,103.6,11.2,4.9,20.0,0.78,82.4,7.8,402.3,Severe,2015-02-18,188.2,253.53,69.2,60.29,104.31,79.83,16.23,8.65,36.54,8.34,16.27,4.38,365.0
Mumbai,234.0,137.0,149.5,65.1,222.3,17.9,4.87,1.0,60.6,387.7,Very Poor,2015-02-18,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,25.14,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,151.2,166.2,144.7,83.2,81.8,34.7,7.07,28.9,111.6,324.2,Very Poor,2015-02-18,74.80060088202866,167.82286741214057,12.57,15.78,10.13,113.29,9.81,9.15,33.83,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,450.2,576.9,82.2,74.7,74.8,3.1,7.77,81.9,163.1,192.8,Moderate,2015-02-19,159.97,193.78,24.53,40.51,47.8,81.44,13.11,5.08,31.88,3.11,6.12,3.49,352.0
Mumbai,215.8,263.0,142.6,99.4,165.3,36.8,0.99,47.9,19.6,373.8,Very Poor,2015-02-19,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,25.22,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,323.6,227.0,15.3,116.0,205.3,46.0,0.39,54.4,69.9,473.6,Severe,2015-02-19,74.80060088202866,167.82286741214057,12.62,15.2,10.55,85.61,9.99,9.42,19.3,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,318.0,329.0,6.1,64.2,16.6,41.1,1.94,5.8,60.0,468.0,Severe,2015-02-20,144.12,162.2,18.1,34.71,40.32,81.04,11.45,5.93,31.61,2.35,6.76,4.07,317.0
Mumbai,137.2,412.1,29.7,64.0,90.1,11.6,0.4,11.7,112.9,377.6,Very Poor,2015-02-20,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,25.44,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,240.8,445.2,159.7,106.7,40.9,11.9,8.55,28.2,115.8,421.4,Severe,2015-02-20,74.80060088202866,167.82286741214057,12.1,13.43,13.11,98.16,4.52,11.51,30.22,3.290950354609929,1.64,1.056325369738339,170.37583148558758
Delhi,121.9,212.9,158.9,49.6,103.8,41.1,0.08,9.6,178.5,301.7,Very Poor,2015-02-21,155.38,191.03,35.51,45.11,57.91,69.59,14.21,12.24,30.11,4.69,16.48,9.41,320.0
Mumbai,142.5,131.4,157.5,58.6,168.7,44.4,3.63,51.2,136.9,317.5,Very Poor,2015-02-21,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,26.82,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,484.5,537.8,186.5,142.2,11.3,46.0,1.98,59.6,101.6,162.2,Moderate,2015-02-21,74.80060088202866,167.82286741214057,9.33,11.56,14.85,103.03,0.85,7.04,24.91,3.290950354609929,3.31,1.056325369738339,170.37583148558758
Delhi,190.3,388.7,135.2,75.4,65.5,22.8,1.79,28.6,34.3,354.2,Very Poor,2015-02-22,124.1,107.61,15.38,31.83,32.15,70.25,9.73,5.68,27.19,0.88,3.13,1.44,279.0
Mumbai,73.7,424.3,60.3,51.7,38.1,35.9,6.15,0.9,55.8,392.9,Very Poor,2015-02-22,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.54,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,244.2,63.0,23.5,108.1,63.9,40.9,2.78,54.0,177.8,395.5,Very Poor,2015-02-22,74.80060088202866,167.82286741214057,8.72,11.4,12.7,110.13,0.9,6.31,30.54,3.290950354609929,8.04,1.056325369738339,170.37583148558758
Delhi,318.1,553.9,184.9,62.7,13.2,15.4,7.9,62.8,166.5,468.1,Severe,2015-02-23,141.39,157.01,21.95,38.23,42.71,36.38,9.29,9.43,36.86,2.02,11.23,10.87,281.0
Mumbai,384.0,454.2,151.5,145.4,117.9,6.9,6.99,86.8,68.6,434.3,Severe,2015-02-23,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,29.02,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,60.7,418.2,85.2,38.1,89.1,24.3,4.79,0.9,118.6,385.2,Very Poor,2015-02-23,74.80060088202866,167.82286741214057,13.54,15.81,13.57,105.68,0.9,6.13,25.03,3.290950354609929,3.24,1.056325369738339,170.37583148558758
Delhi,199.8,131.5,21.7,148.8,68.4,32.5,1.49,40.6,77.0,361.5,Very Poor,2015-02-24,170.16,238.33,36.04,48.4,60.78,34.14,14.17,9.28,37.39,4.28,22.47,17.65,354.0
Mumbai,333.4,167.8,47.0,55.6,217.5,50.0,4.94,25.7,14.5,483.4,Severe,2015-02-24,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,26.68,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,403.2,152.7,194.1,97.2,55.5,18.0,0.74,24.8,141.0,160.1,Moderate,2015-02-24,74.80060088202866,167.82286741214057,14.05,14.44,14.09,114.96,0.9,7.34,29.33,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,169.2,458.8,166.7,47.3,182.0,38.4,5.76,5.3,39.1,440.9,Severe,2015-02-25,148.19,169.57,14.79,29.28,34.14,34.91,14.13,5.94,31.57,2.06,6.92,1.75,340.0
Mumbai,258.2,547.7,185.0,131.4,176.7,17.5,6.35,28.2,3.2,408.2,Severe,2015-02-25,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,26.41,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,214.2,378.4,144.0,53.1,119.4,12.3,3.45,53.8,102.2,372.5,Very Poor,2015-02-25,74.80060088202866,167.82286741214057,10.83,11.57,16.94,62.31,1.41,8.67,30.18,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,92.3,572.9,17.0,87.6,210.2,34.5,5.96,84.7,113.8,205.4,Poor,2015-02-26,140.78,171.64,11.34,20.95,26.65,23.22,13.61,6.98,28.72,1.81,6.96,3.64,323.0
Mumbai,391.7,35.4,31.0,109.4,53.9,21.2,8.05,50.9,95.8,175.6,Moderate,2015-02-26,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,26.85,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,168.2,328.7,78.4,81.3,45.6,3.6,2.64,42.1,72.4,337.2,Very Poor,2015-02-26,74.80060088202866,167.82286741214057,7.97,13.22,15.59,42.59358704793944,3.42,6.31,29.46,3.290950354609929,4.29,1.056325369738339,170.37583148558758
Delhi,60.5,74.8,163.2,55.4,85.8,33.9,1.28,79.0,168.7,98.7,Satisfactory,2015-02-27,130.42,163.67,13.85,24.75,31.46,22.36,12.78,12.12,34.08,2.14,8.56,4.34,315.0
Mumbai,329.3,138.3,182.4,143.7,176.9,2.2,4.18,68.2,121.1,479.3,Severe,2015-02-27,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,26.84,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,43.6,547.5,124.4,3.4,126.3,24.6,9.88,82.6,157.3,198.5,Moderate,2015-02-27,74.80060088202866,167.82286741214057,10.16,11.24,12.99,58.05,0.97,7.77,40.47,3.290950354609929,6.49,1.056325369738339,170.37583148558758
Delhi,109.0,169.7,137.1,88.7,56.3,40.5,4.54,54.7,147.9,262.4,Poor,2015-02-28,105.86,169.28,9.21,20.65,25.3,16.49,11.8,12.48,41.38,1.97,7.83,1.25,310.0
Mumbai,77.9,422.0,74.7,27.5,17.2,28.8,3.5,23.7,36.7,390.0,Very Poor,2015-02-28,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,25.4,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,496.5,503.7,192.0,36.8,51.9,47.5,5.63,75.5,171.7,207.9,Poor,2015-02-28,74.80060088202866,167.82286741214057,8.73,11.7,11.08,29.87,1.15,6.09,25.91,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,382.8,305.1,36.5,149.4,185.2,37.7,5.45,89.7,145.9,255.1,Poor,2015-03-01,71.83,98.89,8.49,21.42,19.55,12.44,11.62,10.99,22.51,1.38,4.63,2.6,324.0
Mumbai,193.3,169.2,99.0,68.3,227.0,8.3,1.63,17.7,133.9,356.5,Very Poor,2015-03-01,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,24.76,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,400.7,96.5,90.0,33.1,119.5,19.2,4.49,47.4,173.1,211.4,Poor,2015-03-01,74.80060088202866,167.82286741214057,8.16,11.38,11.91,14.42,1.15,5.8,52.44,3.290950354609929,5.74,1.056325369738339,170.37583148558758
Delhi,343.1,439.0,35.9,141.3,121.0,44.3,9.66,55.8,18.8,493.1,Severe,2015-03-02,53.71,60.15,11.02,13.43,20.48,19.11,10.19,3.21,22.08,0.91,3.45,0.69,226.0
Mumbai,152.2,279.8,14.1,57.1,166.0,49.3,7.21,57.3,72.6,324.9,Very Poor,2015-03-02,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.32,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,5.1,284.9,133.8,15.0,246.9,35.4,1.32,90.0,28.2,234.9,Poor,2015-03-02,74.80060088202866,167.82286741214057,8.66,10.95,12.26,14.83,10.6,5.29,93.22,17.71,5.74,1.056325369738339,170.37583148558758
Delhi,154.6,531.1,139.3,53.0,14.4,19.5,2.57,76.5,62.9,326.8,Very Poor,2015-03-03,83.49,112.1,16.23,23.75,30.88,16.04,11.72,5.07,20.83,2.13,8.11,2.41,266.0
Mumbai,123.9,256.6,118.4,4.5,22.7,34.2,2.38,10.6,94.3,303.2,Very Poor,2015-03-03,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.16,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,492.9,169.5,114.3,122.5,48.8,15.1,7.83,84.5,64.8,172.8,Moderate,2015-03-03,74.80060088202866,167.82286741214057,10.02,12.29,11.48,63.64,5.33,8.15,47.22,6.65,6.04,1.056325369738339,170.37583148558758
Delhi,104.3,431.4,53.8,105.2,0.1,20.7,2.37,84.6,12.1,401.6,Severe,2015-03-04,91.07,139.15,13.71,24.28,28.73,17.44,10.64,4.68,25.83,1.6,8.05,6.62,200.0
Mumbai,70.6,413.3,83.0,143.9,190.3,13.6,7.68,84.9,38.0,379.1,Very Poor,2015-03-04,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.37,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,377.8,358.0,75.8,64.2,248.8,14.1,3.52,69.0,165.1,309.8,Very Poor,2015-03-04,74.80060088202866,167.82286741214057,9.25,11.37,11.41,58.57,2.82,6.77,41.26,6.86,6.02,1.056325369738339,170.37583148558758
Delhi,267.4,418.6,8.2,134.9,68.7,32.1,5.79,29.5,167.7,417.4,Severe,2015-03-05,106.57,196.19,25.97,31.12,45.48,28.86,9.36,5.97,32.88,3.27,15.12,10.65,275.0
Mumbai,479.4,391.2,108.6,75.5,42.1,31.2,8.97,51.5,147.3,351.4,Very Poor,2015-03-05,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,28.75,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,488.9,84.8,168.5,130.0,203.3,11.4,9.65,32.0,83.8,195.6,Moderate,2015-03-05,74.80060088202866,167.82286741214057,10.67,14.04,8.45,40.55,9.85,7.59,63.26,5.93,7.34,1.056325369738339,170.37583148558758
Delhi,217.0,150.5,38.3,94.6,66.1,5.2,3.37,49.2,112.6,374.7,Very Poor,2015-03-06,101.75,163.14,20.56,26.59,34.17,32.04,10.55,5.96,33.67,2.45,9.31,7.14,322.0
Mumbai,457.2,112.0,37.4,73.1,126.6,44.9,9.06,98.6,127.6,188.2,Moderate,2015-03-06,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,30.51,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,385.5,188.1,88.9,55.6,200.8,1.0,4.87,14.8,30.8,158.9,Moderate,2015-03-06,74.80060088202866,167.82286741214057,11.44,16.34,8.46,74.0,11.02,10.07,105.13,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,341.0,103.3,21.2,134.5,21.0,28.7,8.73,72.7,50.8,491.0,Severe,2015-03-07,77.57,90.54,12.07,19.15,24.66,16.83,9.48,5.18,23.09,1.68,6.31,1.25,216.0
Mumbai,234.6,117.5,66.0,148.9,148.0,46.5,3.61,59.8,117.1,388.2,Very Poor,2015-03-07,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.12,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,441.8,107.4,45.7,37.5,227.4,38.1,5.91,56.8,132.3,148.7,Moderate,2015-03-07,74.80060088202866,167.82286741214057,11.05,18.61,11.19,10.8,10.12,8.04,85.37,7.61,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,186.3,353.5,189.4,35.7,143.4,25.9,4.94,43.2,172.5,351.1,Very Poor,2015-03-08,63.24,80.2,13.52,20.35,27.44,16.12,8.19,3.98,20.71,1.69,6.09,1.35,108.0
Mumbai,6.2,545.5,89.7,104.4,63.2,48.6,8.27,62.1,90.0,178.3,Moderate,2015-03-08,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.07,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,80.0,550.9,26.0,124.3,16.8,7.4,7.84,4.7,111.7,172.9,Moderate,2015-03-08,74.80060088202866,167.82286741214057,10.26,18.9,10.12,10.89,9.77,5.5,64.65,10.22,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,454.9,369.8,55.5,142.0,83.2,5.0,2.34,36.1,4.7,324.6,Very Poor,2015-03-09,76.62,117.38,10.49,18.21,22.84,15.2,9.02,4.2,22.85,1.12,4.32,1.97,197.0
Mumbai,191.9,322.1,38.5,142.2,200.2,40.8,4.05,17.7,63.8,355.4,Very Poor,2015-03-09,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,44.83,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,460.5,155.6,104.7,79.7,26.8,41.9,6.53,41.7,21.7,156.5,Moderate,2015-03-09,74.80060088202866,167.82286741214057,10.03,18.29,12.99,11.03,9.93,5.29,77.43,10.91,2.16,1.056325369738339,170.37583148558758
Delhi,59.5,293.3,10.3,145.1,23.5,40.8,5.14,27.4,62.6,243.3,Poor,2015-03-10,86.7,150.92,11.44,18.82,25.78,18.88,7.98,3.84,25.87,1.51,5.62,4.8,238.0
Mumbai,151.0,223.6,196.8,12.7,246.1,49.5,9.68,40.3,196.1,324.0,Very Poor,2015-03-10,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,148.63,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,70.7,175.8,199.6,71.3,219.3,5.8,7.44,1.4,42.0,167.9,Moderate,2015-03-10,74.80060088202866,167.82286741214057,10.07,22.44,16.57,11.42,5.45,4.61,34.6,7.82,10.29,1.056325369738339,170.37583148558758
Delhi,392.8,507.7,50.0,132.2,222.8,3.3,2.96,5.9,43.5,152.2,Moderate,2015-03-11,104.29,176.2,14.94,25.63,32.66,29.48,10.76,6.3,29.62,2.32,7.74,1.91,274.0
Mumbai,310.2,270.7,154.3,38.7,102.8,39.0,7.8,94.2,110.7,460.2,Severe,2015-03-11,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,159.94,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,462.4,438.2,49.2,63.4,58.6,35.2,5.4,17.9,91.0,411.3,Severe,2015-03-11,74.80060088202866,167.82286741214057,10.4,21.64,19.98,11.56,1.13,5.03,35.85,2.62,9.78,1.056325369738339,170.37583148558758
Delhi,351.1,45.8,191.9,147.7,93.6,49.6,8.38,82.6,107.6,179.7,Moderate,2015-03-12,115.93,203.75,18.48,32.29,37.84,30.72,11.3,7.03,35.05,2.9,12.42,15.16,315.0
Mumbai,428.5,291.7,24.6,2.0,61.1,25.1,7.41,70.7,46.1,241.7,Poor,2015-03-12,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,141.44,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,68.9,239.9,197.1,16.3,207.2,44.0,0.66,6.7,113.6,193.3,Moderate,2015-03-12,74.80060088202866,167.82286741214057,11.46,16.02,14.87,10.86,1.11,5.22,57.14,3.290950354609929,9.226440829460136,1.056325369738339,170.37583148558758
Delhi,134.0,114.7,139.8,96.8,115.8,4.2,2.91,92.0,174.9,311.0,Very Poor,2015-03-13,108.66,173.89,15.61,30.75,37.02,23.31,10.23,10.65,34.05,3.41,14.88,9.81,307.0
Mumbai,184.7,444.8,110.3,29.4,20.0,17.3,6.28,20.9,112.2,420.8,Severe,2015-03-13,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,143.29,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
